x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.2804784989941615,-0.028778093855233593,0.08701116655760051,0.5364839797625832,-0.09088979795076056,0.06714684782620348,0.7322602004303902,-0.07538653412582078,0.015923167026163785,0.8687405377474322,-0.022096371565926646,-0.03216641724561914,0.6911183798218747,-0.43574109407360323,0.009112359655886863,0.8985243571939856,-0.1351511830046447,-0.07560801786441099,0.9433306594054444,0.07629300375353364,-0.14028462260610297,0.9551832147505299,0.23535646950632255,-0.17953372530074296,0.6339612611627676,-0.4400743870295184,-0.08527142956528677,0.8881901049213069,-0.0905634931714975,-0.15902156647397767,0.9069656518812734,0.13706372974190012,-0.1876138989266203,0.8881938118407462,0.3060279299301841,-0.2032847730313794,0.559968464833713,-0.374891612025253,-0.17647396688753475,0.8138078264015111,-0.03794830951157344,-0.23350386790622998,0.8339510988097647,0.1850950518655347,-0.23267375762334613,0.8071882908814183,0.341715977269857,-0.22506316440868035,0.48459158148091513,-0.25392279921138405,-0.2627304510793137,0.6927779293073991,0.014220573830341813,-0.28279177180737725,0.7359154786471394,0.18445139004358616,-0.2641591649392375,0.7420349635173538,0.3055821409114083,-0.24662706575773588,0
0.0,0.0,0.0,0.03593853680074821,-0.2734643225018189,0.07761309237667534,0.03665705230725569,-0.5370981821203572,0.05821411414552044,0.11972289229527745,-0.7210845629230811,0.008646477394025876,0.2141277793275875,-0.8487958372253528,-0.03711574176418033,-0.2871861147702366,-0.746975850484008,0.01457493565612298,0.044542310799940144,-0.8967046061819864,-0.06632881438175077,0.25515274815876254,-0.9089440673743077,-0.12344916625158987,0.4139886101265623,-0.8964352819106597,-0.15816831550988136,-0.3093419089724224,-0.7002123763247492,-0.07488853827580365,0.07939942367011117,-0.8871035165333205,-0.15542223330467342,0.296377773750652,-0.8528050991503272,-0.18302127292834133,0.4497035988935195,-0.802515092855336,-0.19484747818429632,-0.2674749367262697,-0.6262174692205073,-0.16299899424092773,0.10753720707132342,-0.8068164084455869,-0.23083272769900695,0.32595436588284177,-0.7746164442650507,-0.23261898505677267,0.4700500888943537,-0.7193103369065261,-0.22418095151262518,-0.17344832268042001,-0.535285354228044,-0.2465598493191114,0.1272764159181641,-0.6746146344423887,-0.2792827482853106,0.30714001480601916,-0.6868691427474644,-0.27003150400818604,0.43050456234758594,-0.6812403797586044,-0.2583279295466836,0
0.0,0.0,0.0,-0.03247745754303572,-0.2620538417844362,0.0839453128808613,-0.09626578502330756,-0.532525322459983,0.08552847772165784,-0.08652113818220117,-0.7197903074783316,0.05855449759293354,-0.03135483843141324,-0.8422218727055482,0.03491670778433662,-0.45365326358960867,-0.7046896191211733,0.04674057137095041,-0.1406579285737417,-0.9223836471303056,-0.027407984095628005,0.08165615362060254,-0.9665787730310961,-0.09029101523331379,0.23850709666382794,-0.9628241869261207,-0.12682251342346876,-0.46683230244280055,-0.6721219291757491,-0.03501137941458492,-0.11022138507512781,-0.9287978421863703,-0.09336062231016097,0.12198728945737687,-0.9510191958457391,-0.12479002936791211,0.2948397253822144,-0.9278689107575531,-0.13886510410372618,-0.3987565941634069,-0.6073403016843757,-0.1151360432987147,-0.06256852506460785,-0.8560982001487492,-0.1671784381153242,0.15809958361830556,-0.8892443990903539,-0.18244011258774348,0.3219623376108781,-0.872015991242549,-0.18078743064797315,-0.27075627366466903,-0.5374066658877975,-0.19009609430656066,0.008896119563038096,-0.7232798217570141,-0.21167133740995173,0.17994520063111083,-0.7510820381886906,-0.20325623640618892,0.30707945494877226,-0.7457188194625598,-0.18755906369787773,0
0.0,0.0,0.0,0.09325707505341026,0.06923025521289318,-0.23182607403170638,0.1819944420666417,0.05593764267138535,-0.40751522681700453,0.29303193045357867,0.03703690098130601,-0.5367502396799073,0.3930016417832537,0.029833939005621177,-0.6518667586153207,0.013853703486328191,-0.3198701297043186,-0.4379601697656049,0.3764339686702448,-0.2987987021752109,-0.5855023303471141,0.5790409564314621,-0.2075363266138723,-0.6425822127840581,0.7197602617155732,-0.13620294022325197,-0.6747897333042474,0.0183435564042661,-0.47335698463451764,-0.38017697081813184,0.4416458965432977,-0.4666949564313198,-0.5324235307725297,0.6558414379619305,-0.33849618441049845,-0.5596002646022942,0.7926374756745782,-0.22757586579377526,-0.5656280204024957,0.06441464385471682,-0.547694253086085,-0.32679002136764623,0.46769564915667533,-0.5347486980659265,-0.4613936604250903,0.6689971538453581,-0.4037039749329082,-0.47155552318552985,0.7929795849245583,-0.296679451879378,-0.4610919317173872,0.1364357241198377,-0.5601972108838427,-0.2876231791764455,0.45371855332476607,-0.5238061006897234,-0.3848653834681354,0.6232335542947057,-0.420784050648369,-0.402558184264443,0.7338060706669638,-0.34713853067493244,-0.4004494593886463,0
0.0,0.0,0.0,0.2343307692170313,-0.21350347544440568,0.08694440960281048,0.36868442780578925,-0.4534396652942314,0.06820074234269306,0.49247473754024523,-0.6396489372613366,0.013853406842786334,0.5699420071472023,-0.8134545369402494,-0.03372860186523736,-0.09635914360965439,-0.8795763202335011,0.07484363260192733,0.1815045153119174,-0.95845149408595,0.008395714480440663,0.3973731383089133,-0.8977661111452141,-0.041520333615530626,0.5311198549994873,-0.7909471480886047,-0.06406552176552502,-0.16821190161332794,-0.8699782141422377,-0.025928283783030602,0.20088987350873327,-0.96393659393005,-0.07721717308864323,0.43367158920162535,-0.8943351370162949,-0.10997097534068634,0.5791789116363167,-0.7610435669403425,-0.12391384761757014,-0.18295123560903725,-0.790534316353069,-0.12666964523674742,0.1807282540883729,-0.8889386741344641,-0.1847711141952437,0.4204846580349723,-0.826506210016368,-0.19136070714475986,0.5675590963167485,-0.7135048188414762,-0.18155853268962152,-0.13963838327574415,-0.664059000446444,-0.22223981820687738,0.17310296335452707,-0.7407191174728983,-0.2581641188453951,0.380637379346572,-0.7021901491234586,-0.24172960294628582,0.5203170308436156,-0.6203799674103886,-0.21473743500168432,0
0.0,0.0,0.0,0.06486315499390338,-0.17285262381432157,-0.016409830129698176,0.13409979065349734,-0.4006884135717795,-0.07029032594644448,0.25455759412558576,-0.5633579274560099,-0.1305318679779177,0.3917467697076693,-0.6711739934062646,-0.1830473492828477,-0.12383335589593816,-0.7284545011680938,-0.08526964759099243,0.26209805134898634,-0.7615591667025469,-0.18433533163600743,0.4994877061385186,-0.681688468131449,-0.24611395557476937,0.6579640009614371,-0.6087878263080033,-0.2819330794871987,-0.15248791639296613,-0.749522932306446,-0.12860718405159416,0.3004776286765096,-0.8182056284524085,-0.224925443828154,0.5460765903809286,-0.7351070864540635,-0.2557100106155174,0.7181945206552963,-0.6430328531315034,-0.26590483315326874,-0.11910874321141576,-0.7054468772425779,-0.1754498414599735,0.32850375325442827,-0.7797519064493671,-0.27382303076695724,0.5718759829295769,-0.700599704253576,-0.2894326656892748,0.7352069953491344,-0.611302519655332,-0.2825242496170711,-0.03325240970405163,-0.6149504869330186,-0.22319433448518627,0.3452027662081251,-0.6538047590142385,-0.2936685671812039,0.5430432712079287,-0.5977382647950309,-0.3002182538674448,0.6735813739428695,-0.5392491601319606,-0.28857579874779704,0
0.0,0.0,0.0,0.03593853680074821,-0.2734643225018189,0.07761309237667534,0.03665705230725569,-0.5370981821203572,0.05821411414552044,0.11972289229527745,-0.7210845629230811,0.008646477394025876,0.2141277793275875,-0.8487958372253528,-0.03711574176418033,-0.2871861147702366,-0.746975850484008,0.01457493565612298,0.044542310799940144,-0.8967046061819864,-0.06632881438175077,0.25515274815876254,-0.9089440673743077,-0.12344916625158987,0.4139886101265623,-0.8964352819106597,-0.15816831550988136,-0.3093419089724224,-0.7002123763247492,-0.07488853827580365,0.07939942367011117,-0.8871035165333205,-0.15542223330467342,0.296377773750652,-0.8528050991503272,-0.18302127292834133,0.4497035988935195,-0.802515092855336,-0.19484747818429632,-0.2674749367262697,-0.6262174692205073,-0.16299899424092773,0.10753720707132342,-0.8068164084455869,-0.23083272769900695,0.32595436588284177,-0.7746164442650507,-0.23261898505677267,0.4700500888943537,-0.7193103369065261,-0.22418095151262518,-0.17344832268042001,-0.535285354228044,-0.2465598493191114,0.1272764159181641,-0.6746146344423887,-0.2792827482853106,0.30714001480601916,-0.6868691427474644,-0.27003150400818604,0.43050456234758594,-0.6812403797586044,-0.2583279295466836,0
0.0,0.0,0.0,-0.0020903703239806308,-0.2596751949574548,0.02461192456871687,-0.03741189640322617,-0.5256709428025853,-0.016751685347449516,0.006917047778816057,-0.72523251999041,-0.07569872999078049,0.08604932246742492,-0.8637430698060109,-0.1270447783186576,-0.36438004659779966,-0.7070635605007239,-0.03828461879818021,-0.02626857451255161,-0.881293011950848,-0.13343456780209847,0.19247333921856247,-0.9084922214161434,-0.1959277487611909,0.3597523419118829,-0.903942816048688,-0.23122637782675992,-0.38322627564991735,-0.671442940144677,-0.10052519977211165,0.013085561890045281,-0.8824626324481883,-0.19175331049181626,0.24282546824437362,-0.8719247948878784,-0.21804728994130626,0.4133335035634254,-0.8345807101240185,-0.22609436885740042,-0.3319939958409194,-0.6090193296282773,-0.16536030064391458,0.05305788509147596,-0.8227022084428658,-0.24347178542408038,0.277169751082723,-0.8151904245762359,-0.2462899257652655,0.43458421218546434,-0.7735053852095432,-0.23487003205149837,-0.22053432974341233,-0.5308754372682991,-0.2297524192130706,0.0872747523999498,-0.6981185799160181,-0.27082026517910474,0.2645783477865611,-0.7280061528363051,-0.26459239145560604,0.3862849974868657,-0.7336758833523109,-0.2516858366596804,0
0.0,0.0,0.0,-0.03247745754303572,-0.2620538417844362,0.0839453128808613,-0.09626578502330756,-0.532525322459983,0.08552847772165784,-0.08652113818220117,-0.7197903074783316,0.05855449759293354,-0.03135483843141324,-0.8422218727055482,0.03491670778433662,-0.45365326358960867,-0.7046896191211733,0.04674057137095041,-0.1406579285737417,-0.9223836471303056,-0.027407984095628005,0.08165615362060254,-0.9665787730310961,-0.09029101523331379,0.23850709666382794,-0.9628241869261207,-0.12682251342346876,-0.46683230244280055,-0.6721219291757491,-0.03501137941458492,-0.11022138507512781,-0.9287978421863703,-0.09336062231016097,0.12198728945737687,-0.9510191958457391,-0.12479002936791211,0.2948397253822144,-0.9278689107575531,-0.13886510410372618,-0.3987565941634069,-0.6073403016843757,-0.1151360432987147,-0.06256852506460785,-0.8560982001487492,-0.1671784381153242,0.15809958361830556,-0.8892443990903539,-0.18244011258774348,0.3219623376108781,-0.872015991242549,-0.18078743064797315,-0.27075627366466903,-0.5374066658877975,-0.19009609430656066,0.008896119563038096,-0.7232798217570141,-0.21167133740995173,0.17994520063111083,-0.7510820381886906,-0.20325623640618892,0.30707945494877226,-0.7457188194625598,-0.18755906369787773,0
0.0,0.0,0.0,0.09995803735969876,-0.07238439833684046,0.019459419880727035,0.1331571883944853,-0.11541710845115212,-0.10046339287915415,0.14176674103417514,-0.1290158049852121,-0.24924049923515337,0.19928015291969792,-0.16274432957456256,-0.40635083675847566,0.17732480367432987,-0.42216104644457486,-0.23972609799882594,0.4130212479017794,-0.4232701666101902,-0.402544516337904,0.564158188929627,-0.3001236037620129,-0.4666274025061399,0.6422548066660023,-0.1650326823839327,-0.49923806315728303,0.16466633657078347,-0.4009339865084462,-0.3643060715111892,0.38836015750061686,-0.49407220584114886,-0.569958466794482,0.5531488257389875,-0.3385480008383304,-0.6157105104720979,0.6335262900298395,-0.18132596212732402,-0.6236442567252761,0.1585670378648533,-0.36507891962061706,-0.4848633415902967,0.3462857729772645,-0.4746630188299766,-0.6876650235624752,0.5219031673966235,-0.31243349661804964,-0.7076088587938122,0.6091557119802273,-0.14956586159148128,-0.690647238344452,0.16528124085678153,-0.3075486693795226,-0.5983806777894527,0.33870729573947383,-0.36017068098169264,-0.7792252658191798,0.4703792600238332,-0.2594070398873524,-0.8235933995405554,0.5360251513326311,-0.14012173513069648,-0.8324920038551678,0
